order,file_path,thumbnail,set_key,langs,width,height,hide
140,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/164.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/164-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1782,3000,
141,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/165.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/165-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1793,3000,
142,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/166.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/166-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1789,3000,
143,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/167.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/167-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
144,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/168.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/168-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1780,3000,
145,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/169.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/169-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1791,3000,
146,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/170.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/170-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1782,3000,
147,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/171.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/171-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
148,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/172.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/172-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1786,3000,
149,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/173.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/173-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1789,3000,
150,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/174.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/174-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1795,3000,
151,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/175.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/175-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
152,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/176.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/176-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1794,3000,
153,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/177.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/177-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
154,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/178.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/178-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1795,3000,
155,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/179.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/179-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1798,3000,
156,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/180.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/180-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1777,3000,
157,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/181.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/181-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
158,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/182.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/182-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1786,3000,
159,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/183.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/183-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
160,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/184.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/184-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1792,3000,
161,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/185.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/185-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1778,3000,
162,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/186.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/186-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1790,3000,
163,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/187.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/187-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
164,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/188.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/188-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1786,3000,
165,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/189.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/189-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
166,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/190.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/190-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1792,3000,
167,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/191.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/191-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
168,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/192.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/192-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1793,3000,
169,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/193.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/193-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1798,3000,
170,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/194.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/194-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1793,3000,
171,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/195.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/195-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
172,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/196.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/196-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1790,3000,
173,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/197.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/197-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
174,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/198.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/198-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1789,3000,
175,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/199.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/199-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1780,3000,
176,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/200.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/200-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1790,3000,
177,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/201.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/201-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
178,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/202.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/202-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1783,3000,
179,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/203.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/203-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
180,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/204.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/204-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1792,3000,
181,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/205.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/205-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1794,3000,
182,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/206.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/206-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1791,3000,
183,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/207.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/207-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1800,3000,
184,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/208.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/208-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1796,3000,
185,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/209.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/209-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1799,3000,
186,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/210.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/210-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1790,3000,
187,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/211.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/211-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1776,3000,
188,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/212.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/212-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1786,3000,
189,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/213.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/213-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1776,3000,
190,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/214.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/214-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1793,3000,
191,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/215.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/215-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1798,3000,
192,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/216.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/216-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1790,3000,
193,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/217.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/217-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1780,3000,
194,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/218.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/218-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1792,3000,
195,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/219.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/219-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1778,3000,
196,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/220.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/220-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1787,3000,
197,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/221.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/221-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1786,3000,
198,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/222.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/222-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1780,3000,
199,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/223.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/223-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1798,3000,
200,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/224.jpg,https://skillnet.hum.uu.nl/data/E/Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598/224-thumb.jpg,Brieven-van-verscheyde-vermaerde-en-geleerde-mannen-deser-eeuwe-Amsterdam-1662-24-598,NL,1795,3000,
